Order ID,Customer ID,Product Category,Product Name,Order Date,Ship Date,Sales,Quantity,Discount,Profit,Region
ORD100333,CUST1307,Clothing,Jacket,2024-06-21,2024-06-22,401.04,3,0.1,126.7,West
ORD100334,CUST1488,Home & Kitchen,Blender,2024-08-31,2024-09-03,1433.68,4,0.05,311.0,Central
ORD100335,CUST1416,Beauty,Makeup Set,2024-03-03,2024-03-08,174.48,4,0.0,91.32,North
ORD100336,CUST1423,Beauty,Makeup Set,2024-03-11,2024-03-15,227.19,3,0.3,37.83,Central
ORD100337,CUST1127,Electronics,Laptop,2024-01-15,2024-01-19,4452.08,4,0.15,439.79,South
ORD100338,CUST1038,Electronics,Laptop,2024-03-02,2024-03-07,2309.7,2,0.0,852.67,Central
ORD100339,CUST1337,Beauty,Shampoo,2024-04-11,2024-04-13,254.12,4,0.0,140.49,East
ORD100340,CUST1359,Books,Novel,2024-03-05,2024-03-08,179.46,6,0.0,75.37,South
ORD100341,CUST1128,Beauty,Perfume,2024-02-02,2024-02-04,37.05,1,0.0,14.7,North
ORD100342,CUST1266,Electronics,Phone,2024-02-14,2024-02-22,2302.12,2,0.05,522.22,South
ORD100343,CUST1475,Home & Kitchen,Vacuum,2024-06-17,2024-06-20,191.94,3,0.2,23.66,East
ORD100344,CUST1440,Books,Guide,2024-03-16,2024-03-20,36.89,1,0.05,23.66,North
ORD100345,CUST1472,Home & Kitchen,Vacuum,2024-05-12,2024-05-17,356.28,3,0.15,65.44,West
ORD100346,CUST1433,Clothing,Jacket,2024-07-02,2024-07-06,45.46,1,0.05,16.9,East
ORD100347,CUST1150,Electronics,Phone,2024-09-08,2024-09-11,1475.73,3,0.1,274.89,North
ORD100348,CUST1414,Home & Kitchen,Vacuum,2024-01-15,2024-01-18,799.06,2,0.1,259.05,Central
ORD100349,CUST1477,Clothing,Jeans,2024-10-18,2024-10-19,51.88,4,0.0,29.65,South
ORD100350,CUST1297,Clothing,Jacket,2024-08-17,2024-08-21,266.67,3,0.0,141.96,North
ORD100351,CUST1098,Beauty,Skincare Kit,2024-01-30,2024-02-03,87.0,6,0.1,18.9,South
ORD100352,CUST1262,Clothing,Jacket,2024-11-14,2024-11-17,109.64,4,0.0,50.1,Central
ORD100353,CUST1251,Books,Guide,2024-12-02,2024-12-04,58.36,2,0.0,32.68,North
ORD100354,CUST1143,Electronics,Camera,2024-01-23,2024-01-28,1234.9,2,0.05,474.44,West
ORD100355,CUST1345,Home & Kitchen,Blender,2024-04-11,2024-04-12,437.8,4,0.3,103.69,East
ORD100356,CUST1111,Beauty,Makeup Set,2024-10-21,2024-10-28,41.39,1,0.05,14.44,North
ORD100357,CUST1499,Electronics,Headphones,2024-09-30,2024-10-03,113.49,1,0.15,15.73,Central
ORD100358,CUST1059,Electronics,Headphones,2024-03-08,2024-03-12,741.66,2,0.05,183.48,North
ORD100359,CUST1368,Clothing,Jacket,2024-03-17,2024-03-19,290.3,2,0.15,105.94,South
ORD100360,CUST1001,Electronics,Headphones,2024-05-15,2024-05-15,3402.6,3,0.05,600.81,North
ORD100361,CUST1384,Books,Guide,2024-06-25,2024-06-29,117.1,5,0.2,52.64,West
ORD100362,CUST1303,Beauty,Skincare Kit,2024-08-13,2024-08-16,211.95,3,0.05,113.08,North
ORD100363,CUST1253,Clothing,T-Shirt,2024-05-14,2024-05-18,958.23,7,0.1,324.6,East
ORD100364,CUST1139,Clothing,Sneakers,2024-06-17,2024-06-20,11.8,2,0.1,4.72,North
ORD100365,CUST1452,Clothing,Sneakers,2024-09-29,2024-09-30,367.65,3,0.05,170.37,South
ORD100366,CUST1036,Books,Guide,2024-01-14,2024-01-14,114.32,2,0.0,57.89,North
ORD100367,CUST1159,Electronics,Laptop,2024-04-02,2024-04-05,474.72,4,0.0,120.92,West
ORD100368,CUST1008,Home & Kitchen,Vacuum,2024-09-17,2024-09-19,285.16,4,0.0,74.55,Central
ORD100369,CUST1232,Home & Kitchen,Lamp,2024-11-22,2024-11-28,1153.83,3,0.2,235.15,North
ORD100370,CUST1098,Home & Kitchen,Vacuum,2024-07-05,2024-07-07,1093.6,5,0.0,573.51,North
ORD100371,CUST1146,Electronics,Headphones,2024-07-13,2024-07-17,80.67,3,0.0,29.68,East
ORD100372,CUST1303,Books,Comics,2024-02-09,2024-02-12,76.68,4,0.1,23.46,West
ORD100373,CUST1207,Electronics,Laptop,2024-06-12,2024-06-19,1636.29,3,0.0,443.63,Central
ORD100374,CUST1130,Electronics,Camera,2024-07-13,2024-07-18,2503.68,3,0.05,468.39,South
ORD100375,CUST1403,Beauty,Perfume,2024-03-29,2024-04-02,178.62,2,0.0,115.64,North
ORD100376,CUST1151,Books,Novel,2024-04-08,2024-04-09,239.0,4,0.3,58.44,Central
ORD100377,CUST1053,Electronics,Phone,2024-05-17,2024-05-23,1408.56,4,0.15,406.71,South
ORD100378,CUST1119,Electronics,Headphones,2024-01-08,2024-01-09,1951.44,3,0.15,252.18,West
ORD100379,CUST1160,Electronics,Laptop,2024-04-27,2024-04-29,644.66,1,0.05,79.79,West
ORD100380,CUST1407,Clothing,T-Shirt,2024-03-18,2024-03-19,127.64,2,0.15,14.17,Central
ORD100381,CUST1115,Electronics,Camera,2024-04-29,2024-05-02,422.6,2,0.0,121.64,South
ORD100382,CUST1074,Electronics,Phone,2024-02-13,2024-02-15,7039.02,6,0.0,2199.97,West
ORD100383,CUST1112,Clothing,T-Shirt,2024-11-21,2024-11-22,257.46,2,0.0,69.32,Central
ORD100384,CUST1455,Books,Comics,2024-08-04,2024-08-04,129.64,4,0.05,58.07,West
ORD100385,CUST1419,Home & Kitchen,Vacuum,2024-09-04,2024-09-05,733.41,3,0.05,350.05,West
ORD100386,CUST1421,Home & Kitchen,Vacuum,2024-10-15,2024-10-16,388.36,4,0.05,130.87,West
ORD100387,CUST1103,Electronics,Headphones,2024-06-30,2024-07-05,3285.55,5,0.0,1241.7,East
ORD100388,CUST1339,Beauty,Skincare Kit,2024-02-01,2024-02-03,339.68,4,0.05,147.96,South
ORD100389,CUST1253,Books,Novel,2024-07-15,2024-07-21,133.32,4,0.1,61.78,Central
ORD100390,CUST1226,Books,Comics,2024-08-02,2024-08-04,178.41,3,0.05,84.81,Central
ORD100391,CUST1111,Books,Novel,2024-09-29,2024-10-04,154.48,4,0.1,76.15,South
ORD100392,CUST1472,Beauty,Shampoo,2024-06-06,2024-06-08,142.98,3,0.0,84.72,South
ORD100393,CUST1098,Home & Kitchen,Lamp,2024-02-16,2024-02-17,932.04,3,0.15,208.49,South
ORD100394,CUST1152,Electronics,Laptop,2024-04-13,2024-04-14,1277.1,6,0.05,192.76,South
ORD100395,CUST1348,Home & Kitchen,Vacuum,2024-05-12,2024-05-14,793.65,5,0.0,252.06,North
ORD100396,CUST1401,Books,Guide,2024-08-23,2024-08-26,48.16,2,0.0,28.82,Central
ORD100397,CUST1383,Books,Comics,2024-07-27,2024-07-29,86.25,3,0.1,27.54,North
ORD100398,CUST1365,Home & Kitchen,Cookware Set,2024-05-09,2024-05-10,1257.84,4,0.15,101.54,West
ORD100399,CUST1337,Electronics,Headphones,2024-12-26,2024-12-31,1758.51,3,0.05,592.96,West
ORD100400,CUST1193,Clothing,Jacket,2024-08-09,2024-08-14,360.39,3,0.0,211.26,Central
ORD100401,CUST1309,Beauty,Shampoo,2024-03-27,2024-03-29,71.3,1,0.15,17.15,West
ORD100402,CUST1162,Home & Kitchen,Blender,2024-02-07,2024-02-08,568.36,4,0.1,91.12,South
ORD100403,CUST1207,Home & Kitchen,Vacuum,2024-02-25,2024-02-28,976.53,3,0.05,157.46,North
ORD100404,CUST1444,Clothing,Jacket,2024-03-30,2024-03-30,158.2,4,0.05,37.74,South
ORD100405,CUST1168,Clothing,T-Shirt,2024-02-28,2024-03-01,112.62,3,0.0,43.9,West
ORD100406,CUST1483,Beauty,Makeup Set,2024-03-09,2024-03-15,252.08,4,0.1,91.88,North
ORD100407,CUST1160,Home & Kitchen,Blender,2024-04-14,2024-04-21,330.75,3,0.0,178.69,South
ORD100408,CUST1067,Books,Guide,2024-03-04,2024-03-07,16.5,3,0.3,5.38,Central
ORD100409,CUST1288,Clothing,Jeans,2024-11-23,2024-11-26,297.0,3,0.05,115.57,South
ORD100410,CUST1397,Home & Kitchen,Lamp,2024-01-30,2024-02-02,833.4,4,0.05,233.37,West
ORD100411,CUST1276,Electronics,Headphones,2024-07-10,2024-07-11,1620.51,3,0.05,377.29,North
ORD100412,CUST1303,Books,Novel,2024-05-29,2024-06-01,116.36,2,0.2,32.26,Central
ORD100413,CUST1403,Clothing,Jeans,2024-12-24,2024-12-28,175.64,2,0.15,61.84,North
ORD100414,CUST1383,Clothing,Sneakers,2024-02-10,2024-02-14,520.8,4,0.05,183.46,Central
ORD100415,CUST1391,Home & Kitchen,Cookware Set,2024-05-25,2024-05-26,62.66,1,0.1,26.26,North
ORD100416,CUST1134,Beauty,Perfume,2024-12-19,2024-12-22,70.46,1,0.05,32.08,West
ORD100417,CUST1194,Electronics,Headphones,2024-11-11,2024-11-11,4171.6,4,0.05,729.83,Central
ORD100418,CUST1400,Books,Comics,2024-10-25,2024-10-27,111.21,3,0.0,54.71,East
ORD100419,CUST1127,Clothing,Sneakers,2024-04-04,2024-04-08,327.33,3,0.05,66.53,North
ORD100420,CUST1032,Clothing,Jacket,2024-03-03,2024-03-09,58.95,1,0.0,29.64,North
ORD100421,CUST1175,Electronics,Phone,2024-09-01,2024-09-04,360.03,3,0.2,36.19,South
ORD100422,CUST1459,Clothing,Jeans,2024-12-05,2024-12-07,142.8,2,0.0,69.21,Central
ORD100423,CUST1442,Home & Kitchen,Vacuum,2024-07-22,2024-07-26,487.92,3,0.3,46.73,East
ORD100424,CUST1370,Electronics,Laptop,2024-07-27,2024-07-29,4167.2,4,0.05,595.56,West
ORD100425,CUST1469,Clothing,Jeans,2024-04-12,2024-04-16,80.76,2,0.1,21.04,South
ORD100426,CUST1374,Beauty,Skincare Kit,2024-10-07,2024-10-09,697.02,6,0.05,202.94,East
ORD100427,CUST1021,Electronics,Camera,2024-03-09,2024-03-15,2300.36,2,0.0,894.72,Central
ORD100428,CUST1237,Books,Comics,2024-04-28,2024-04-30,55.86,3,0.0,24.47,East
ORD100429,CUST1157,Clothing,Jacket,2024-06-04,2024-06-04,166.41,3,0.0,96.37,North
ORD100430,CUST1037,Home & Kitchen,Blender,2024-07-04,2024-07-09,718.12,2,0.1,99.81,North
ORD100431,CUST1229,Clothing,Sneakers,2024-03-29,2024-04-01,580.64,4,0.05,252.48,South
ORD100432,CUST1364,Electronics,Phone,2024-02-11,2024-02-13,1075.38,2,0.15,221.12,Central
ORD100433,CUST1050,Electronics,Laptop,2024-08-10,2024-08-15,783.98,2,0.0,232.35,Central
ORD100434,CUST1437,Electronics,Phone,2024-04-15,2024-04-19,1272.1,2,0.0,213.45,East
ORD100435,CUST1263,Electronics,Laptop,2024-07-31,2024-08-04,1656.9,2,0.05,639.01,South
ORD100436,CUST1282,Home & Kitchen,Vacuum,2024-02-26,2024-03-04,576.0,5,0.2,130.59,Central
ORD100437,CUST1026,Beauty,Perfume,2024-06-24,2024-06-26,89.69,1,0.1,22.44,North
ORD100438,CUST1225,Books,Novel,2024-07-13,2024-07-15,15.68,2,0.05,8.33,East
ORD100439,CUST1276,Home & Kitchen,Cookware Set,2024-01-19,2024-01-24,54.64,2,0.05,23.51,West
ORD100440,CUST1285,Electronics,Headphones,2024-05-02,2024-05-06,939.36,2,0.0,303.0,North
ORD100441,CUST1096,Clothing,Jeans,2024-02-19,2024-02-22,112.5,2,0.3,18.57,South
ORD100442,CUST1283,Clothing,Jacket,2024-01-24,2024-01-26,101.54,2,0.1,18.24,Central
ORD100443,CUST1366,Electronics,Phone,2024-12-27,2024-12-31,594.31,1,0.0,131.59,North
ORD100444,CUST1447,Home & Kitchen,Lamp,2024-04-27,2024-05-01,534.92,4,0.05,172.89,West
ORD100445,CUST1480,Home & Kitchen,Vacuum,2024-10-22,2024-10-27,83.37,1,0.0,17.01,West
ORD100446,CUST1452,Clothing,Sneakers,2024-04-02,2024-04-03,199.48,4,0.3,27.36,South
ORD100447,CUST1316,Clothing,T-Shirt,2024-09-05,2024-09-07,292.72,2,0.0,169.67,North
ORD100448,CUST1303,Books,Comics,2024-10-04,2024-10-05,193.27,7,0.1,100.75,East
ORD100449,CUST1146,Books,Guide,2024-08-05,2024-08-09,58.92,2,0.0,33.54,North
ORD100450,CUST1003,Clothing,Sneakers,2024-06-21,2024-06-22,265.8,3,0.1,118.3,West
ORD100451,CUST1034,Beauty,Skincare Kit,2024-05-30,2024-06-02,236.16,2,0.15,39.76,South
ORD100452,CUST1191,Beauty,Skincare Kit,2024-05-07,2024-05-08,65.56,2,0.1,18.46,South
ORD100453,CUST1048,Clothing,Jeans,2024-12-05,2024-12-07,518.95,5,0.1,210.75,East
ORD100454,CUST1016,Clothing,Jacket,2024-10-30,2024-11-04,217.64,2,0.2,42.05,South
ORD100455,CUST1171,Home & Kitchen,Blender,2024-12-18,2024-12-22,738.21,3,0.0,219.61,South
ORD100456,CUST1219,Beauty,Perfume,2024-02-15,2024-02-18,60.76,4,0.0,19.48,South
ORD100457,CUST1157,Beauty,Skincare Kit,2024-09-23,2024-09-26,82.84,1,0.0,28.28,South
ORD100458,CUST1476,Electronics,Headphones,2024-12-08,2024-12-13,172.54,2,0.3,-0.78,South
ORD100459,CUST1045,Clothing,Jeans,2024-03-07,2024-03-10,182.88,2,0.0,60.14,West
ORD100460,CUST1372,Home & Kitchen,Lamp,2024-01-25,2024-01-27,595.84,2,0.1,150.9,North
ORD100461,CUST1005,Home & Kitchen,Cookware Set,2024-09-27,2024-09-28,362.8,4,0.1,93.08,Central
ORD100462,CUST1098,Electronics,Camera,2024-07-28,2024-07-30,2023.06,2,0.0,840.74,South
ORD100463,CUST1379,Beauty,Perfume,2024-11-03,2024-11-04,25.47,3,0.0,15.43,Central
ORD100464,CUST1232,Home & Kitchen,Vacuum,2024-02-21,2024-02-23,1355.08,4,0.0,494.15,Central
ORD100465,CUST1036,Books,Comics,2024-10-17,2024-10-18,60.64,2,0.05,34.53,West
ORD100466,CUST1279,Beauty,Makeup Set,2024-03-14,2024-03-17,90.06,3,0.0,57.88,South
ORD100467,CUST1348,Books,Comics,2024-02-29,2024-03-03,49.44,4,0.0,23.89,Central
ORD100468,CUST1496,Clothing,Sneakers,2024-02-29,2024-03-06,286.46,2,0.2,111.33,South
ORD100469,CUST1301,Home & Kitchen,Lamp,2024-10-24,2024-10-29,109.44,3,0.3,4.56,East
ORD100470,CUST1180,Electronics,Headphones,2024-08-30,2024-09-05,987.68,4,0.0,284.69,East
ORD100471,CUST1094,Home & Kitchen,Lamp,2024-07-09,2024-07-10,433.05,3,0.0,91.34,East
ORD100472,CUST1098,Electronics,Headphones,2024-05-10,2024-05-12,748.08,1,0.0,227.97,Central
ORD100473,CUST1187,Home & Kitchen,Cookware Set,2024-11-16,2024-11-20,886.24,4,0.1,379.08,East
ORD100474,CUST1480,Electronics,Laptop,2024-05-23,2024-05-25,478.56,3,0.15,64.37,West
ORD100475,CUST1115,Electronics,Camera,2024-10-25,2024-10-26,1064.34,3,0.0,210.39,West
ORD100476,CUST1190,Electronics,Camera,2024-06-09,2024-06-13,294.11,1,0.0,44.39,Central
ORD100477,CUST1252,Electronics,Headphones,2024-05-17,2024-05-21,528.24,2,0.15,90.27,South
ORD100478,CUST1468,Books,Textbook,2024-06-17,2024-06-18,27.61,1,0.1,13.91,North
ORD100479,CUST1415,Books,Novel,2024-04-20,2024-04-24,87.44,2,0.0,37.42,South
ORD100480,CUST1470,Home & Kitchen,Blender,2024-09-29,2024-10-02,186.48,2,0.1,71.43,South
ORD100481,CUST1160,Electronics,Headphones,2024-07-02,2024-07-03,1339.05,3,0.0,355.35,South
ORD100482,CUST1255,Electronics,Phone,2024-03-25,2024-03-27,1900.76,4,0.0,623.99,South
ORD100483,CUST1322,Electronics,Phone,2024-11-24,2024-11-25,4687.92,4,0.15,1348.6,North
ORD100484,CUST1127,Electronics,Headphones,2024-05-20,2024-05-22,3438.15,3,0.15,673.24,East
ORD100485,CUST1017,Beauty,Skincare Kit,2024-07-17,2024-07-19,291.06,3,0.05,147.62,South
ORD100486,CUST1280,Electronics,Camera,2024-11-26,2024-11-29,1487.85,5,0.2,65.72,West
ORD100487,CUST1489,Clothing,Jeans,2024-08-15,2024-08-19,29.74,2,0.05,6.48,Central
ORD100488,CUST1222,Electronics,Headphones,2024-02-12,2024-02-16,1548.48,4,0.15,340.03,Central
ORD100489,CUST1053,Electronics,Laptop,2024-12-09,2024-12-09,1309.96,4,0.05,205.09,West
ORD100490,CUST1057,Home & Kitchen,Lamp,2024-08-17,2024-08-20,1031.6,5,0.2,341.07,South
ORD100491,CUST1322,Home & Kitchen,Lamp,2024-05-02,2024-05-02,938.61,3,0.2,151.74,North
ORD100492,CUST1359,Electronics,Camera,2024-02-20,2024-02-23,5157.0,5,0.0,2211.5,East
ORD100493,CUST1173,Electronics,Laptop,2024-10-16,2024-10-17,4061.56,4,0.2,-122.7,Central
ORD100494,CUST1279,Clothing,Jeans,2024-08-14,2024-08-18,171.45,3,0.15,31.16,East
ORD100495,CUST1113,Electronics,Camera,2024-07-13,2024-07-18,3311.24,4,0.15,339.78,North
ORD100496,CUST1287,Electronics,Camera,2024-11-22,2024-11-23,1146.81,3,0.0,232.61,Central
ORD100497,CUST1430,Beauty,Perfume,2024-10-14,2024-10-17,36.0,3,0.15,9.84,East
ORD100498,CUST1341,Home & Kitchen,Lamp,2024-02-25,2024-02-28,1415.05,5,0.15,86.13,North
ORD100499,CUST1150,Home & Kitchen,Cookware Set,2024-04-23,2024-04-26,59.25,5,0.0,17.78,East
